"ID","Name","Image","Rank","Alignment","Life","Stamina","Morale","Attack","Counterattack","Speed","Defence","Ranged defence","Resistance","Ranged attack","Shooting range","Ammo","Experience","Experience modifier","Gold payment","Crystal payment","Payment","Gold price","Crystal price","Price","Trophies","Type","Class","Resources","Castle unit","Can be retrained from","Can be retrained to","Similar units","Unit at a certain level","Ways to get","Reborn in","Abilities","Description"
"11","Brigand","","1","Evil","17","10","8","8","5","2","1","2","1","0","0","0","20","60","2","0","2","10","0","10","Trophies","Mortal, Human","Infantry","","yes","Militiaman (at level 4)","Gang Leader (at level 12)","Gang Leader, Renegade","0, 10, 20, 30, 100","Brigand Lair (building), Thieves Guild (site)","","Level 0:  						Marauder 10,  						Plunderer 10 				Level 1:  						Hit Points +1 x4,  						Stamina +1 x6,  						Attack +1 x5,  						Defense +1 x4 				Level 2:  						Ranged Defense +1 x3 				Level 3:  						Counterattack +1 x4,  						Plunderer -5 x2 				Level 5:  						Resistance +1 x3,  						Forest Knowledge +1 x2 				Level 6:  						Morale +2 x2 				Level 7:  						Marauder -5 x2 				Level 9:  						Hit Points +2 x4 				Level 12:  						Stamina +2 x2 				Level 14:  						Intimidation +1 				Level 16:  						Health +1 x2 				Level 17:  						Hit Points +3 x2 				Level 19:  						Armor +1 				Level 20:  						Health +2,  						Strength +1","When the choice is between the gallows and the military, many brigands eagerly join the army. Teaching these former cutthroats discipline is a virtually impossible task. On the other hand, these former gallows-birds don't ask for high wages. Army service fails to alter the brigands' old habits. During their free time they resort to their former trade, to make a living. When sharing trophies, the brigands try to snatch and stash away as much as possible. Officers tend to overlook these crimes, wisely thinking that a content brigand is better than constant squabbles among the troops. Sometimes, however, the greedy brigands that grab too much are made an example of and executed, and the others become somewhat reluctant to continue their thievery. Brigands' fighting abilities are rather good, especially keeping in mind the fact that recruiting and feeding these units costs virtually nothing. Unfortunately, their morale leaves much to be desired. Having saved their necks from the gallows by joining the army, they aren't all that eager to be killed by enemy swords. The best warriors have a chance to be transferred to an elite squad."
"12","Shaman","","1","Unscrupulous","9","10","10","3","4","2","0","0","3","6","4","5","22","90","3","1","11","15","4","47","Trophies","Mortal, Human","Spellcaster","","yes","Militiaman (at level 9)","Witch Doctor (at level 18)","Witch Doctor","0, 10, 20, 30, 100","Totem (building)","","Level 0:  						Magic Shot,  						Curse 				Level 1:  						Hit Points +1 x8,  						Morale +2 x3,  						Resistance +1 x7,  						Ranged Attack +1 x6 				Level 2:  						Stamina +1 x8,  						Counterattack +1 x4,  						Magic Strike 				Level 3:  						Ranged Defense +1 x2,  						Ammo +1 x4 				Level 4:  						Recovery 				Level 5:  						Hex 				Level 6:  						Attack +1 x3,  						Defense +1 x2 				Level 7:  						Spellpower +1 x3 				Level 10:  						Meditation +1 				Level 11:  						Hex 				Level 12:  						Hex +2 				Level 17:  						Hit Points +2 x2 				Level 18:  						Stamina +2 				Level 20:  						Health +1,  						Willpower +1","Shamanism, also known as ""lesser magic"", is what savages and people deprived of magical talent resort to. Shamans use a lot of ingredients, amulets, and other «magical» paraphernalia for their rites, relying on the properties of various substances released by means of a special ritual, rather than on their own magical power. Shamans themselves attribute the effect of their spells to the will of the spirits or some higher beings, which might not be far from the truth. The shamans' magic cannot be fully explained, and the effect of certain rituals cannot be ascribed to the properties of the mixed ingredients only. Shamans tend to avoid melee combat, showering their enemies with ""Spirits' Furies"", ""Ancestral Curses"" and other hard-to-pronounce ""spells"" from a distance. Nevertheless, the shaman's magic is quite powerful and capable of dealing great damage to the enemy. The best warriors have a chance to be transferred to an elite squad."
"13","Goblin","","1","Evil","12","10","6","6","5","2","0","3","0","0","0","1","11","50","2","0","2","10","0","10","Trophies","Mortal, Goblin","Infantry","","no","","","Hunter, Wolf Rider, Trapper, Beast Master","0, 10, 20, 30, 100","Goblin Quarter (building), fortifications in the province of the race Goblins, mercenary hiring","","Level 0:  						Set Snare,  						Swamp Knowledge +2 x3,  						Panic 				Level 1:  						Hit Points +1 x7,  						Attack +1 x6,  						Stamina +1 x7 				Level 2:  						Counterattack +1 x6 				Level 3:  						Defense +1 x3 				Level 5:  						Damage Armor 				Level 6:  						Ranged Defense +1 x3,  						Summoning Power +1 x3 				Level 10:  						Resistance +1,  						Agility 				Level 11:  						Ammo +1 x2 				Level 14:  						Stamina +2 x2 				Level 15:  						Hit Points +2 x3,  						Summoning Range +1 				Level 18:  						Health +1 x2 				Level 19:  						Strength +1 				Level 20:  						Attack +2,  						Morale +2","Goblin warriors aren't overly blessed with strength or stamina, and countless stories have been told about their cowardice. However, these small green-skinned warriors should not be underestimated. They can cause the enemy much trouble with their natural agility and nimbleness. Hitting a dapper goblin with an arrow or a crossbow bolt is no easy task. And, if the goblin is skilled enough, he even knows how to dodge enemy counterattacks. Goblins feel right at home in the marshes. They make good use of this advantage whenever a battle takes place in a swamp. In addition, every Goblin has intimate knowledge of traps, thus one should watch his step when battling Goblins."
"14","Orc","","1","Evil","32","12","8","8","8","1","2","3","0","0","0","0","18","75","4","0","4","20","0","20","Trophies","Mortal, Orc","Infantry","","no","","","Cleaver, Bugbear, Ghost Whisperer, Spirit Conjurer, Brute","0, 10, 20, 30, 100","Orcish Quarter (building), fortifications in the province of the race Orcs, mercenary hiring","","Level 0:  						Damage Armor,  						Evasion Strategy,  						Shield Bash (2),  						Vitality +20 x2,  						Keep Running! 				Level 1:  						Hit Points +2 x7,  						Stamina +1 x2,  						Counterattack +1 x6 				Level 2:  						Stamina +2 x4,  						Morale +2 x2,  						Defense +1 x5 				Level 3:  						Attack +1 x6,  						Ranged Defense +1 x5 				Level 4:  						Forced March 				Level 5:  						Hills Knowledge +1 				Level 6:  						Resistance +1 x3 				Level 8:  						Recuperation +1 				Level 9:  						Orcish Fury +1 x3 				Level 10:  						Health +1 x2 				Level 15:  						Hit Points +3 x3 				Level 16:  						Stamina +3 x2,  						Hills Knowledge +2 				Level 17:  						Strength +1 x2 				Level 20:  						Health +2","Warrior is the most honored profession amongst orcs. They use weapons and armor crafted by the best Orc weaponsmiths. However, what the best Orc weaponsmith can craft is significantly worse than a Human's production, never mind Dwarves. To make an acceptable armor, the ""great"" Orc blacksmiths simply increase the armor's thickness, making it much heavier than standard armor. However, this inconvenience is fully compensated by the innate strength and endurance of this aggressive race. Despite their bulky armor, Orcs are able to land blows so powerful that their enemy's armor bends and shatters. Moreover, unlike many barbarian races, Orcs can hold their own, and can also follow a battle plan, which makes an Orcish horde a very dangerous enemy."
"15","Elf","","1","Champion of Light","9","10","12","5","6","2","1","2","3","5","5","7","25","170","14","1","22","70","5","110","Trophies","Mortal, Elf","Ranged","","no","","","Pathfinder, Shape Shifter, Forest Keeper, Medium, Elven Mistress","0, 10, 20, 30, 100","Elven Quarter (building), Elf (item), #1426 (event), #1581 (event), #1589 (event), fortifications in the province of the race Elves, mercenary hiring","","Level 0:  					Path of Fire or  					Path of Wind 				Level 0:  						First Aid +1 x5,  						Forest Knowledge +2,  						Precise Shot 2 				Level 1:  						Hit Points +1 x7,  						Morale +2 x3,  						Ranged Attack +1 x4 				Level 2:  						Stamina +1 x8,  						Resistance +1 x6,  						Ammo +1 x5,  						Attack +1 x5 				Level 3:  						Defense +1 x4,  						Counterattack +1 x5,  						Forest Knowledge +1 x2 				Level 4:  						Elven Marksmanship x3,  						Precise Shot +1 x3 				Level 5:  						Ranged Defense +1 x3,  						Flaming Arrows +1 x3 [Path of Fire] 				Level 7:  						Sniper Shot [Path of Fire] 				Level 9:  						Upkeep -20% 				Level 13:  						Morale +3 				Level 14:  						Resistance +2 x3 				Level 15:  						Hit Points +2 x3,  						Path of Wind [Path of Wind] 				Level 17:  						Willpower +1 x2 				Level 18:  						Stamina +2 x2 				Level 20:  						Willpower +2,  						Armor +1","There's a reason why the legendary elven archers - whether on the path of Fire or on the path of Wind - enjoy a glorious reputation on all shards. Having such an archer among your troops can be a great blessing, for elves are unrivaled marksmen. Also the elven bows and arrows are a real treasure. No one has ever figured out the secret of their creation, which is jealously guarded by elven craftsmen. Elves feel at home in the woods. They effortlessly find convenient paths, and sometimes it seems that even the trees themselves protect elven archers. The elves' main disadvantage is their vulnerability in melee. Graceful and slender, elves are somewhat vulnerable, so it's best not to let the enemy engage them in melee combat."
"16","Dwarf","","1","Good","21","15","13","10","6","1","4","6","3","0","0","0","25","130","13","0","13","65","0","65","Trophies","Mortal, Dwarf","Infantry","","no","","","Runemaster, Runesmith, Alchemist, Dwarven Pavisier","0, 10, 20, 30, 100","Dwarven Quarter (building), #1428 (event), fortifications in the province of the race Dwarves, mercenary hiring","","Level 0:  						Hills Knowledge +2 x2,  						Evasion Strategy,  						Workaholic +20 x2,  						Keep Running! 				Level 1:  						Hit Points +1 x2,  						Stamina +1 x4,  						Resistance +1 x5,  						Counterattack +1 x6,  						Morale +2 x4 				Level 2:  						Defense +1 x4,  						Parry (2),  						Attack +1 x6 				Level 3:  						Ranged Defense +1 x4,  						Shield Wall 3 				Level 5:  						Hit Points +2 x5 				Level 6:  						Parry +2 x5 				Level 8:  						Stamina +2 x3,  						Poison Immunity 				Level 9:  						Forced March 				Level 10:  						Health +1 x2 				Level 11:  						Petrification Immunity 				Level 14:  						Armor +1 x2 				Level 15:  						Hit Points +3 x3,  						Willpower +1 x2 				Level 18:  						Stamina +3 				Level 19:  						Strength +1 				Level 20:  						Health +2,  						Willpower +2,  						Armor +2","Forced to defend their treasures from anyone who might consider dwarven gold an easy way to get rich, dwarves are trained in fighting from a very early age. The frequent squabbles with their neighbors are more of an entertainment than a tragedy to them. It's well known that, besides gold and ale, dwarves love a good fight best of all. Dwarven warriors are famous for their fortitude in battle. Their strength and stamina, and excellent armor and weapons, multiplied by dwarven courage and stubbornness, make dwarves excellent infantrymen. The full quality of Dwarven warriors is revealed when fighting in the hills: if a dwarf gains height, knocking him out is no easy task."
"17","Fairy","","1","Good","6","10","10","1","1","3","3","6","5","4","3","8","17","110","4","3","28","20","15","140","Trophies","Mortal, Natural Weapon","Spellcaster","","no","","","","0, 10, 20, 30, 100","#991 (event), #1433 (event), Fairy Tree (site), mercenary hiring","","Level 0:  						Floating,  						Forest Knowledge +4,  						Magic Shot,  						Haste,  						Entanglement Immunity 				Level 1:  						Hit Points +1 x7,  						Ammo +1 x6,  						Ranged Defense +1 x5,  						Resistance +1 x10,  						Healing +3 				Level 2:  						Morale +2 x4,  						Ranged Attack +1 x5,  						Defense +1 x5 				Level 3:  						Stamina +1 x6,  						Counterattack +1 x4 				Level 4:  						Healing +1 x6,  						Attack +1 x3 				Level 5:  						Speed +1 x2 				Level 11:  						Range +1","Fairies, also known as wee folk of the woods, are magical creatures by their very nature. They hardly ever leave their native forests, for their life is intertwined with that of all other living beings of the woods. Fairies are usually merry and carefree, but when their native forest is in danger, they will be the first to defend it. Virtually helpless in melee, fairies possess natural magic that enables them to strike enemies from a distance. The more skilled fairies can use their sorcery to heal the wounded. Often enemies mistake fairies for easy prey. That couldn't be further from the truth. Small and agile, the wee folk easily dodge swords and arrows, especially when fighting among the trees."
"18","Halfling","","1","Good","8","10","10","4","4","2","2","4","3","5","4","8","20","80","5","0","5","25","0","25","Trophies","Mortal, Halfling","Ranged","","no","","","Halfling Rogue, Herbalist, Border Guard, Bard","0, 10, 20, 30, 100","Halfling Quarter (building), #1431 (event), fortifications in the province of the race Halflings, mercenary hiring","","Level 0:  						Agility,  						Collect Ammo,  						Workaholic +10 x2 				Level 1:  						Morale +2 x5,  						Stamina +1 x7,  						Ranged Attack +1 x5,  						Precise Shot +1 x4,  						Recuperation +1 x3 				Level 2:  						Hit Points +1 x10,  						Resistance +1 x7,  						Attack +1 x5 				Level 3:  						Ranged Defense +1 x6,  						Counterattack +1 x5,  						First Aid +1 x3 				Level 4:  						Defense +1 x5,  						Double Shot 				Level 5:  						Forager 				Level 6:  						Scavenger +10 				Level 9:  						Stunning Shot +1 x2 				Level 10:  						Web Immunity","The halflings are a peace-loving race, but they are able to stand their ground nevertheless. They aren't trained in martial arts, but practicing with a sling is one of this small folk's favorite pastimes. And a steady eye is a trait they all share. Halflings are also very agile, and they can effortlessly dodge enemy blows."
"19","Skeleton","","1","Evil Incarnate","9","10","10","8","4","2","2","8","1","0","0","0","17","70","0","1","8","4","2","20","Trophies","Undead, Skeleton","Infantry","","no","","Reaper (at level 13), Bone Spearman (at level 16)","Bone Spearman, Reaper, Skeleton of Doom","0, 10, 20, 30, 100","Walking Dead (ritual), Altar of Death (site), Raise Skeleton (necromancy)","","Level 0:  						Lesser Undead,  						Intimidation +1 x2 				Level 1:  						Hit Points +1 x8,  						Attack +1 x6,  						Ranged Defense +1 x7 				Level 2:  						Resistance +1 x5,  						Defense +1 x4 				Level 3:  						Counterattack +1 x4 				Level 6:  						Speed +1 				Level 8:  						Hit Points +2 x2,  						Attack +2 				Level 9:  						Strength +1 				Level 10:  						Armor +1 				Level 13:  						Become Reaper x3","Animated skeletons are a mysterious phenomenon. How in the world can bones move without flesh? However, tomb raiders have often encountered wandering skeletons inside abandoned graveyards and ancient burial chambers. Only recently did necromancers discover the secret spell that breathes a kind of surrogate life into the dead bones. Since then animated skeletons have become a real plague. Quite a few mages have started to create whole skeletal armies, finding potential soldiers in underground catacombs and ancient battlefields.  A skeleton is a fragile unit, but is not that easy to destroy. Weak blows deal no lasting damage to their bones, and their lack of flesh gives them great protection against arrows. Like any other animated undead creature, skeletons know no pain or fatigue and have no morale. They are but a tool controlled by the mage who created them. The most successful creations may well be uniquely marked, and may be equipped with special powers."
"20","Zombie","","1","Evil Incarnate","23","10","10","7","7","1","0","2","2","0","0","0","20","80","0","1","8","6","2","22","Trophies","Undead","Infantry","","no","","Mummy (at level 18)","Mummy","0, 10, 20, 30, 100","Walking Dead (ritual), Altar of Death (site), Raise Zombie (necromancy)","","Level 0:  						Lesser Undead 				Level 1:  						Hit Points +2 x12,  						Attack +1 x5 				Level 2:  						Resistance +1 x3 				Level 3:  						Counterattack +1 x5 				Level 4:  						Defense +1 x3 				Level 6:  						Ranged Defense +1 x3,  						Stunning Blow +1 x2 				Level 10:  						Cause Fever 				Level 13:  						Hit Points +3 x8","Raising the dead using magic is the first trick learned by apprentice necromancers. Bodies raised from their graves have neither a mind nor a will of their own. All they can do is carry out their master's simple orders. The absence of a mind and fighting skills is well compensated by the dead men's insensibility to pain and their enormous strength. Another shortcoming is their low speed. As a rule, necromancers either use zombies as a living shield or try to raise them from the dead behind enemy lines. Laying zombies to rest, especially those raised by a strong necromancer, is no easy task - you'd have to chop the zombie to pieces for that. A particularly successful creation may well be specially marked."
"21","Imp","","1","Evil Incarnate","8","10","10","7","4","3","3","4","2","7","2","1","16","110","0","1","8","20","4","52","Trophies","Demon, Natural Weapon","Spellcaster","","no","","Mocker (at level 20)","Mocker","0, 10, 20, 30, 100","Chaos Spawn (ritual), Dark Pact (demonology)","","Level 0:  						Floating,  						Magic Shot,  						Fire Immunity 				Level 1:  						Hit Points +1 x10,  						Attack +1 x7,  						Resistance +1 x5 				Level 2:  						Stamina +1 x10,  						Ranged Defense +1 x7,  						Counterattack +1 x5 				Level 3:  						Ranged Attack +1 x6,  						Defense +1 x5 				Level 4:  						Morale +2 x3 				Level 5:  						Ammo +1 x3 				Level 8:  						Range +1 x2","Imps are the lesser Chaos spawn. Although small in size, even one imp is enough to cause serious trouble. As with the rest of the Chaos spawn, total destruction is the one and only goal for an imp. It is well-equipped for that, too - with sharp strong claws and the ability to hurl lightning bolts. Even though an imp's power is only enough for no more than one lightning shot, that is poor consolation for the one being hit with it.  Demonologists use special spells to control the destructive power of these Chaos spawns, and the imps will destroy whatever their new master orders them to. However, it's hard to maintain control over a Chaos spawn for a longer period of time. So, after an imp has fulfilled its task, it is usually sent back to the Underworld."
"22","Monk","","2","Good","12","10","10","6","6","2","1","1","4","5","4","4","30","100","15","2","31","75","10","155","Trophies","Mortal, Human","Spellcaster","","yes","","Preacher (at level 17), Faith Devotee (at level 17)","Faith Devotee, Inquisitor, Preacher","0, 10, 20, 30, 100","Monastery (building), #1420 (event)","","Level 0:  						Magic Shot,  						Healing (4),  						Meditation +1,  						Inspiration 				Level 1:  						Hit Points +1 x6,  						Resistance +1 x5,  						Morale +2 x4,  						Healing +1 x7,  						Counterattack +1 x5 				Level 2:  						Stamina +1 x5,  						Ranged Attack +1 x5,  						First Aid +1 x5 				Level 3:  						Attack +1 x4,  						Bless 				Level 4:  						Defense +1 x2 				Level 7:  						Restoration 				Level 8:  						Ranged Defense +1 x2 				Level 11:  						Spellpower +1 				Level 12:  						Stamina +2 x5 				Level 13:  						Hit Points +2 x4 				Level 14:  						Willpower +1 x3 				Level 17:  						Become Preacher x2 				Level 18:  						Resistance +2 				Level 19:  						Strength +1 				Level 20:  						Ranged Attack +2","They are seen on the battlefield often enough, but no one has ever been able to explain why they take part in combat at all and how they choose sides. Monks from the Order of the White Eagle pursue their own goals, unknown to mere mortals. Perhaps they must pass some sort of initiation in combat. Or maybe their god favors the warriors. Regardless of their motives, no Master declines the help of the monks when they offer it. That has more to do with the unrivaled healing abilities of these servants of the secret cult than with their combat skills. The best warriors have a chance to be transferred to an elite squad."
"23","Guardsman","","2","Lawful","23","12","13","9","11","1","4","9","2","0","0","0","30","120","18","0","18","90","0","90","Trophies","Mortal, Human","Infantry","","yes","","Smiting Hand (at level 17), Squire (at level 16)","Smiting Hand, Squire","0, 10, 20, 30, 100","Guardsmen Barracks (building), #1422 (event)","","Level 0:  						Armorpiercing Strike,  						Recuperation +1,  						Evasion Strategy,  						Vigilance,  						Keep Running! 				Level 1:  						Hit Points +1 x3,  						Counterattack +1 x5,  						Ranged Defense +1 x5,  						Morale +2 x3 				Level 2:  						Stamina +1 x2,  						Attack +1 x5,  						Defense +1 x5,  						Resistance +1 x4 				Level 3:  						Forced March 				Level 4:  						First Strike 				Level 6:  						Stamina +2 x4 				Level 7:  						Hit Points +2 x4 				Level 11:  						Strength +1 x3,  						Armor +1 x3 				Level 12:  						Health +1 x4,  						Counterattack +2 x3,  						Ranged Defense +2 x3 				Level 13:  						Attack +2 x3,  						Defense +2 x3,  						Morale +3 x2 				Level 15:  						Pike Wall 				Level 17:  						Hit Points +3,  						Become Smiting Hand x2 				Level 18:  						Resistance +2 				Level 19:  						Stamina +3,  						Willpower +1 				Level 20:  						Health +2,  						Strength +2,  						Armor +2","Since time immemorial, rulers have tried to gather around them the most skilled and powerful warriors as personal guards. In peacetime, these soldiers were entrusted with the protection of the ruler, his family, the castle and the treasury, and in times of war they formed the core of the army, performing the most difficult tasks. Each guardsman is an experienced warrior, skilled in melee combat. Guardsmen get the best armor and weapons. Having seen more than a few battles, these warriors are known for their high morale and their ability to restore their strength quickly before returning to combat after a short break. The best Guardsmen have a chance to become knighted."
"24","Pegasus","","2","Good","28","11","11","12","7","5","2","2","7","0","0","0","30","100","16","2","32","90","10","170","Trophies","Mortal, Animal","Flying","","yes","","Valkyrie (at level 15)","Valkyrie","0, 10, 20, 30, 100","Pegasi Stable (building)","","Level 0:  						Flying,  						First Aid +1 x6,  						Magic Shield (1) 				Level 1:  						Stamina +1 x2,  						Attack +1 x5,  						Morale +2 x3,  						Counterattack +1 x4 				Level 2:  						Hit Points +2 x10,  						Resistance +1 x4,  						Defense +1 x5 				Level 3:  						Recuperation +1 x5 				Level 4:  						Ranged Defense +1 x3,  						Charge x2 				Level 5:  						Stamina +2 x4 				Level 7:  						Health +1 x4 				Level 8:  						Mobility 				Level 13:  						Magic Aura +1 [Magic Shield] 				Level 14:  						Willpower +1 x3 				Level 15:  						Morale +3 				Level 16:  						Attack +2 x2 				Level 17:  						Resistance +2,  						Counterattack +2","Taming pegasi is no easy task. These magical creatures are sentient beings that won't help just anyone. The ability to control winged horses is a rare gift. People possessing this gift are greatly appreciated by commanders. Word has it that the secret of taming pegasi was once stolen from the elves, which led to a cruel and bloody war. A pegasus' value in combat is obvious - in a swift attack they can completely decimate the plans of an enemy, effortlessly killing his ranged units and spellcasters. Pegasi are also known for their high resistance to enemy magic and their rare gift of self-healing. The strongest and toughest pegasi can become the focus of attention of higher beings."
"25","Horseman","","2","Neutral","32","10","10","12","8","4","2","2","1","0","0","0","35","90","12","0","12","60","0","60","Trophies","Mortal, Human","Cavalry","","yes","","Cavalryman (at level 17)","Horse Archer, Knight, Cavalryman, Keshik","0, 10, 20, 30, 100","Jousting Arena (building)","","Level 0:  						Charge 				Level 1:  						Stamina +1 x2,  						Attack +1 x4,  						Counterattack +1 x3 				Level 2:  						Hit Points +2 x10,  						Morale +2 x2 				Level 3:  						Ranged Defense +1 x4 				Level 4:  						Resistance +1 x3 				Level 5:  						Stamina +2 x4 				Level 6:  						Defense +1 x3,  						Recuperation +2 x2 				Level 7:  						Health +1 x4 				Level 10:  						Mobility 				Level 11:  						Morale +3 x3 				Level 12:  						Counterattack +2 x3 				Level 14:  						Attack +2 x2 				Level 15:  						Willpower +1 x2","This light cavalry is perfect both for frontal attacks and for taking the enemy in the flank. A full speed cavalry charge is particularly deadly - the crushing force of blows is multiplied by the weight of a horse at full gallop. It is therefore much more effective to use cavalry on the plains, where riders can fully press their advantage. The best warriors have a chance to be transferred to an elite squad."
"26","Horse Archer","","2","Neutral","26","10","10","8","5","4","1","2","1","6","4","9","35","110","14","0","14","70","0","70","Trophies","Mortal, Human","Ranged","","yes","","Keshik (at level 19)","Horseman, Knight, Cavalryman, Keshik","0, 10, 20, 30, 100","Riding Ground (building)","","Level 0:  						Charge 				Level 1:  						Stamina +1 x2,  						Morale +2 x5,  						Attack +1 x3,  						Ranged Attack +1 x4 				Level 2:  						Hit Points +2 x10,  						Ranged Defense +1 x5,  						Resistance +1 x3 				Level 3:  						Counterattack +1 x3,  						Recuperation +1 x2 				Level 4:  						Defense +1 x5 				Level 5:  						Stamina +2 x4,  						Ammo +1 x3 				Level 7:  						Health +1 x4 				Level 13:  						Attack +2 x2,  						Willpower +1 x2 				Level 14:  						Mobility 				Level 15:  						Strength +1 x2 				Level 16:  						Ranged Attack +2 x2","Archers on horseback are an all-purpose battle unit. They are equally good at shooting at the enemy from a distance and fighting in melee combat. Infantrymen are known to hate horse archers with a passion - this unit type can shower enemy footmen with arrows while ever staying out of their reach. The best warriors have a chance to be transferred to an elite squad."
"27","Ballista","","2","Neutral","20","10","10","0","0","1","2","6","0","8","5","3","35","125","25","0","25","125","0","125","Trophies","Mechanical, Artillery","Ranged","","yes","","Springald (at level 22)","Springald","0, 10, 20, 30, 100","Siege Workshop (building)","","Level 0:  						Mechanical,  						Siege (4),  						Collect Ammo,  						Heavy Ammo (3) 				Level 1:  						Hit Points +1 x4,  						Ranged Attack +1 x4,  						Ranged Defense +2 x4 				Level 2:  						Defense +1 x5 				Level 3:  						Ammo +1 x3,  						Siege +2 x5 				Level 5:  						Armor Piercing Shot 				Level 7:  						Resistance +1 x3 				Level 8:  						Hit Points +2 x6 				Level 10:  						Range +1 x2 				Level 13:  						Ranged Attack +2 x3 				Level 17:  						Resistance +2,  						Ranged Defense +3 				Level 18:  						Ammo +2","The dwarves invented these siege machines during the ""War of the Trees"", when the elven army nearly invaded the caves under the Urud-Dunn mountain, a sacred place for all of the dwarven race. Ballistae allowed dwarves to contain the elves after they had exhausted the dwarven heavy infantry with their constant maneuvering and arrow showers. Since then the other races of Eador have also learned how to make ballistae. The heavy missiles shot from these weapons deal immense damage to an opponent, even when they strike armor or shields. It is quite easy to destroy this machine and its missiles. The ballista's main disadvantages are low speed, vulnerability in melee combat and poor protection from magic. The best warriors have a chance to be transferred to an elite squad."
